0,1
1,49
2,1
3,45
4,3
5,4
6,44
7,6
8,44
9,53
10,9
11,10
12,11
13,12
14,13
15,14
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,48
28,29
29,48
30,31
31,32
32,33
33,46
34,35
35,36
36,37
37,37
38,37
39,38
40,39
41,40
42,41
43,42
44,45
45,41
46,36
47,46
48,47
49,39
50,51
51,38
52,37
53,43
54,53
55,54
56,10
57,11
58,57
59,58
60,22
