0,1
1,2
2,3
3,45
4,3
5,6
6,44
7,8
8,9
9,10
10,56
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,19
19,20
20,21
21,22
22,60
23,22
24,23
25,24
26,25
27,26
28,27
29,28
30,29
31,32
32,33
33,46
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,53
44,43
45,44
46,36
47,46
48,27
49,39
50,49
51,38
52,37
53,54
54,55
55,55
56,55
57,56
58,57
59,58
60,59
