0,1,49,39,38,37,36,46,47,32,31,30
1,49,39,38,37,36,46,47,32,31,30
2,1,49,39,38,37,36,46,47,32,31,30
3,45,41,40,39,38,37,36,46,47,32,31,30
4,3,45,41,40,39,38,37,36,46,47,32,31,30
5,6,44,43,42,41,40,39,38,37,36,46,47,32,31,30
6,44,43,42,41,40,39,38,37,36,46,47,32,31,30
7,8,44,43,42,41,40,39,38,37,36,46,47,32,31,30
8,44,43,42,41,40,39,38,37,36,46,47,32,31,30
9,10,56,57,58,59,60,22,23,24,25,26,27,48,29,30
10,56,57,58,59,60,22,23,24,25,26,27,48,29,30
11,57,58,59,60,22,23,24,25,26,27,48,29,30
12,58,59,60,22,23,24,25,26,27,48,29,30
13,12,58,59,60,22,23,24,25,26,27,48,29,30
14,13,12,58,59,60,22,23,24,25,26,27,48,29,30
15,14,13,12,58,59,60,22,23,24,25,26,27,48,29,30
16,15,14,13,12,58,59,60,22,23,24,25,26,27,48,29,30
17,18,19,20,21,22,23,24,25,26,27,48,29,30
18,19,20,21,22,23,24,25,26,27,48,29,30
19,20,21,22,23,24,25,26,27,48,29,30
20,21,22,23,24,25,26,27,48,29,30
21,22,23,24,25,26,27,48,29,30
22,23,24,25,26,27,48,29,30
23,24,25,26,27,48,29,30
24,25,26,27,48,29,30
25,26,27,48,29,30
26,27,48,29,30
27,48,29,30
28,29,30
29,30
31,30
32,31,30
33,32,31,30
34,33,32,31,30
35,34,33,32,31,30
36,46,47,32,31,30
37,36,46,47,32,31,30
38,37,36,46,47,32,31,30
39,38,37,36,46,47,32,31,30
40,39,38,37,36,46,47,32,31,30
41,40,39,38,37,36,46,47,32,31,30
42,41,40,39,38,37,36,46,47,32,31,30
43,42,41,40,39,38,37,36,46,47,32,31,30
44,43,42,41,40,39,38,37,36,46,47,32,31,30
45,41,40,39,38,37,36,46,47,32,31,30
46,47,32,31,30
47,32,31,30
48,29,30
49,39,38,37,36,46,47,32,31,30
50,51,38,37,36,46,47,32,31,30
51,38,37,36,46,47,32,31,30
52,37,36,46,47,32,31,30
53,54,55,56,57,58,59,60,22,23,24,25,26,27,48,29,30
54,55,56,57,58,59,60,22,23,24,25,26,27,48,29,30
55,56,57,58,59,60,22,23,24,25,26,27,48,29,30
56,57,58,59,60,22,23,24,25,26,27,48,29,30
57,58,59,60,22,23,24,25,26,27,48,29,30
58,59,60,22,23,24,25,26,27,48,29,30
59,60,22,23,24,25,26,27,48,29,30
60,22,23,24,25,26,27,48,29,30
