0,1
1,49
2,1
3,2
4,3
5,6
6,44
7,8
8,44
9,53
10,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,48
28,27
29,30
30,31
31,32
32,33
33,34
34,35
36,35
37,36
38,37
39,38
40,39
41,40
42,41
43,42
44,43
45,41
46,36
47,46
48,47
49,50
50,51
51,38
52,37
53,43
54,53
55,54
56,55
57,56
58,59
59,60
60,22
