0,1
2,1
3,2,1
4,3,2,1
5,4,3,2,1
6,44,45,3,2,1
7,8,44,45,3,2,1
8,44,45,3,2,1
9,8,44,45,3,2,1
10,9,8,44,45,3,2,1
11,10,9,8,44,45,3,2,1
12,11,10,9,8,44,45,3,2,1
13,12,11,10,9,8,44,45,3,2,1
14,13,12,11,10,9,8,44,45,3,2,1
15,14,13,12,11,10,9,8,44,45,3,2,1
16,15,14,13,12,11,10,9,8,44,45,3,2,1
17,16,15,14,13,12,11,10,9,8,44,45,3,2,1
18,17,16,15,14,13,12,11,10,9,8,44,45,3,2,1
19,20,21,22,60,59,58,57,56,10,9,8,44,45,3,2,1
20,21,22,60,59,58,57,56,10,9,8,44,45,3,2,1
21,22,60,59,58,57,56,10,9,8,44,45,3,2,1
22,60,59,58,57,56,10,9,8,44,45,3,2,1
23,24,25,26,27,48,47,46,36,37,38,39,49,1
24,25,26,27,48,47,46,36,37,38,39,49,1
25,26,27,48,47,46,36,37,38,39,49,1
26,27,48,47,46,36,37,38,39,49,1
27,48,47,46,36,37,38,39,49,1
28,29,48,47,46,36,37,38,39,49,1
29,48,47,46,36,37,38,39,49,1
30,31,32,33,46,36,37,38,39,49,1
31,32,33,46,36,37,38,39,49,1
32,33,46,36,37,38,39,49,1
33,46,36,37,38,39,49,1
34,35,36,37,38,39,49,1
35,36,37,38,39,49,1
36,37,38,39,49,1
37,38,39,49,1
38,39,49,1
39,49,1
40,39,49,1
41,45,3,2,1
42,41,45,3,2,1
43,44,45,3,2,1
44,45,3,2,1
45,3,2,1
46,36,37,38,39,49,1
47,46,36,37,38,39,49,1
48,47,46,36,37,38,39,49,1
49,1
50,49,1
51,50,49,1
52,51,50,49,1
53,43,44,45,3,2,1
54,53,43,44,45,3,2,1
55,54,53,43,44,45,3,2,1
56,10,9,8,44,45,3,2,1
57,56,10,9,8,44,45,3,2,1
58,57,56,10,9,8,44,45,3,2,1
59,58,57,56,10,9,8,44,45,3,2,1
60,59,58,57,56,10,9,8,44,45,3,2,1
